Date,Sea Level (Mean),
1980/06/04,1.191,
1980/06/05,1.208,
1980/06/06,1.138,
1980/06/07,1.044,
1980/06/08,1.127,
1980/06/09,1.211,
1980/06/10,0.982,
1980/06/11,1.035,
1980/06/12,0.988,
1980/06/13,0.905,
1980/06/14,0.944,
1980/06/15,1.207,
1980/06/16,1.19,
1980/06/17,1.032,
1980/06/18,0.959,
1980/06/19,1.036,
1980/06/20,1.09,
1980/06/21,1.076,
1980/06/22,1.06,
1980/06/23,1.052,
1980/06/24,1.05,
1980/06/25,1.108,
1980/06/26,1.069,
1980/06/27,1.133,
1980/06/28,1.253,
1980/06/29,1.22,
1980/06/30,1.206,
1980/07/01,1.187,
1980/07/02,1.033,
1980/07/03,1.042,
1980/07/04,1.113,
1980/07/05,1.095,
1980/07/06,1.245,
1980/07/07,1.377,
1980/07/08,1.074,
1980/07/09,1.148,
1980/07/10,1.085,
1980/07/11,1.07,
1980/07/12,1.121,
1980/07/13,1.148,
1980/07/14,1.079,
1980/07/15,1.018,
1980/07/16,1.126,
1980/07/17,1.165,
1980/07/18,1.157,
1980/07/19,1.077,
1980/07/20,1.062,
1980/07/21,1.128,
1980/07/22,1.056,
1980/07/23,1.13,
1980/07/24,1.11,
1980/07/25,1.141,
1980/07/26,1.14,
1980/07/27,1.076,
1980/07/28,0.955,
1980/07/29,0.993,
1980/07/30,1.014,
1980/07/31,1.075,
1980/08/01,1.092,
1980/08/02,1.155,
1980/08/03,1.163,
1980/08/04,1.165,
1980/08/05,1.085,
1980/08/06,1.027,
1980/08/07,1.069,
1980/08/08,1.083,
1980/08/09,1.209,
1980/08/10,1.298,
1980/08/11,1.088,
1980/08/12,1.088,
1980/08/13,1.243,
1980/08/14,1.069,
1980/08/15,1.074,
1980/08/16,1.342,
1980/08/17,1.3,
1980/08/18,1.096,
1980/08/19,1.004,
1980/08/20,1.005,
1980/08/21,1.01,
1980/08/22,1.026,
1980/08/23,1.057,
1980/08/24,1.123,
1980/08/25,1.024,
1980/08/26,1.021,
1980/08/27,1.03,
1980/08/28,1.073,
1980/08/29,1.005,
1980/08/30,1.008,
1980/08/31,0.965,
1980/09/01,1.02,
1980/09/02,1.078,
1980/09/03,1.073,
1980/09/04,1.087,
1980/09/05,1.015,
1980/09/06,0.989,
1980/09/07,1.109,
1980/09/08,1.169,
1980/09/09,1.092,
1980/10/02,1.223,
1980/10/03,1.209,
1980/10/04,1.323,
1980/10/05,1.16,
1980/10/06,1.168,
1980/10/07,1.25,
1980/10/08,1.123,
1980/10/09,1.186,
1980/10/10,1.167,
1980/10/11,1.233,
1980/10/12,1.303,
1980/10/13,1.338,
1980/10/14,1.345,
1980/10/15,1.223,
1980/10/16,1.015,
1980/10/17,1.046,
1980/10/18,0.935,
1980/10/19,1.077,
1980/10/20,1.224,
1980/10/21,1.12,
1980/10/22,1.09,
1980/10/23,1.199,
1980/10/24,1.138,
1980/10/25,0.969,
1980/10/26,0.988,
1980/10/27,0.934,
1980/10/28,1.028,
1980/10/29,1.243,
1980/10/30,1.128,
1980/10/31,1.044,
1980/11/01,1.275,
1980/11/02,1.292,
1980/11/03,1.108,
1980/11/04,0.961,
1980/11/06,1.073,
1980/11/07,1.179,
1980/11/08,1.181,
1980/11/09,1.265,
1980/11/10,1.258,
1980/11/11,1.485,
1980/11/12,1.706,
1980/11/13,1.393,
1980/11/14,1.14,
1980/11/15,1.191,
1980/11/16,1.24,
1980/11/17,1.326,
1980/11/18,1.248,
1980/11/19,1.718,
1980/11/20,1.054,
1980/11/21,0.913,
1980/11/22,1.089,
1980/11/23,1.042,
1980/11/24,0.894,
1980/11/25,0.964,
1980/11/26,1.262,
1980/11/27,1.709,
1980/11/28,1.228,
1980/11/29,1.095,
1980/11/30,1.124,
1980/12/01,1.042,
1980/12/02,0.985,
1980/12/03,1.008,
1980/12/04,1.292,
1980/12/05,1.41,
1980/12/06,1.401,
1980/12/07,1.125,
1980/12/08,1.067,
1980/12/09,1.166,
1980/12/10,1.108,
1980/12/11,1.188,
1980/12/12,0.991,
1980/12/13,0.99,
1980/12/14,1.109,
1980/12/15,0.967,
1980/12/16,0.987,
1980/12/17,1.226,
1980/12/18,1.018,
1980/12/19,1.06,
1980/12/20,0.911,
1980/12/21,1.008,
1980/12/22,0.911,
1980/12/23,0.833,
1980/12/24,1.066,
1980/12/25,1.154,
1980/12/26,0.828,
1980/12/27,0.945,
1980/12/28,0.713,
1980/12/29,0.789,
1980/12/30,1.41,
1980/12/31,1.223,
1981/01/01,1.213,
1981/01/02,1.3,
1981/01/03,1.1,
1981/01/04,1.166,
1981/01/08,0.953,
1981/01/09,0.749,
1981/01/10,1.038,
1981/01/11,0.936,
1981/01/12,0.823,
1981/01/13,1.272,
1981/01/14,0.89,
1981/01/15,0.939,
1981/01/16,0.92,
1981/01/17,1.011,
1981/01/18,1.473,
1981/01/19,1.07,
1981/01/20,1.127,
1981/01/21,1,
1981/01/22,0.941,
1981/01/23,1.058,
1981/01/24,1.059,
1981/01/25,0.971,
1981/01/26,0.86,
1981/01/27,1.081,
1981/01/28,1.04,
1981/01/29,1.036,
1981/01/30,1.1,
1981/01/31,1.001,
1981/03/07,1.592,
1981/03/12,1.185,
1981/03/13,1.204,
1981/03/16,1.319,
1981/03/17,1.579,
1981/03/18,1.425,
1981/03/19,1.28,
1981/03/20,1.335,
1981/03/21,1.788,
1981/03/22,1.187,
1981/03/23,1.078,
1981/03/24,1.13,
1981/03/25,1.157,
1981/03/26,1.038,
1981/03/27,1.123,
1981/03/28,1.149,
1981/03/29,1.035,
1981/03/30,1.186,
1981/03/31,1.456,
1981/04/09,1.024,
1981/04/10,1.235,
1981/04/11,1.154,
1981/04/12,1.363,
1981/04/13,1.119,
1981/04/14,0.817,
1981/04/15,1.108,
1981/04/16,1.116,
1981/04/17,0.978,
1981/04/18,1.174,
1981/04/19,1.275,
1981/04/20,1.109,
1981/04/21,1.269,
1981/04/22,1.428,
1981/04/23,1.264,
1981/04/24,1.218,
1981/04/25,1.269,
1981/04/26,1.208,
1981/04/27,1.106,
1981/04/28,1.088,
1981/04/29,1.009,
1981/04/30,1.13,
1981/05/01,0.964,
1981/05/02,1.118,
1981/05/03,0.992,
1981/05/04,0.965,
1981/05/05,0.882,
1981/05/06,0.952,
1981/05/07,1.14,
1981/05/08,0.896,
1981/05/09,0.773,
1981/05/10,0.833,
1981/05/11,0.904,
1981/05/12,0.902,
1981/05/13,0.972,
1981/05/14,0.96,
1981/05/15,0.902,
1981/05/16,0.863,
1981/05/17,0.968,
1981/05/18,0.956,
1981/05/19,1.025,
1981/05/20,1.008,
1981/05/21,0.94,
1981/05/22,0.949,
1981/05/23,1.123,
1981/05/24,1.211,
1981/05/25,1.034,
1981/05/26,1.021,
1981/05/27,0.977,
1981/05/28,0.898,
1981/05/29,0.885,
1981/05/30,0.87,
1981/05/31,0.96,
1981/06/13,0.861,
1981/06/14,0.813,
1981/06/15,0.821,
1981/06/16,0.849,
1981/06/17,0.925,
1981/06/18,0.83,
1981/06/19,0.783,
1981/06/20,0.815,
1981/06/21,0.927,
1981/06/22,0.887,
1981/06/23,0.892,
1981/06/24,0.811,
1981/06/25,0.807,
1981/06/26,0.818,
1981/06/27,0.788,
1981/06/28,0.762,
1981/06/29,0.673,
1981/06/30,0.659,
1981/07/01,0.837,
1981/07/02,0.884,
1981/07/03,0.878,
1981/07/04,1.009,
1981/07/05,1.109,
1981/07/06,1.12,
1981/07/07,1.196,
1981/07/08,1.213,
1981/07/09,1.148,
1981/07/10,1.225,
1981/07/11,1.21,
1981/07/12,1.098,
1981/07/13,1.141,
1981/07/14,1.367,
1981/07/15,1.456,
1981/07/16,1.315,
1981/07/17,1.175,
1981/07/18,1.112,
1981/07/19,1.1,
1981/07/20,1.129,
1981/07/21,1.07,
1981/07/22,1.239,
1981/07/23,1.128,
1981/07/24,1.083,
1981/07/25,1.019,
1981/07/26,0.956,
1981/07/27,0.995,
1981/07/28,1.103,
1981/07/29,1.088,
1981/07/30,1.157,
1981/07/31,1.068,
1981/08/04,1.207,
1981/08/05,1.205,
1981/08/06,1.228,
1981/08/07,1.206,
1981/08/08,1.163,
1981/08/09,1.091,
1981/08/10,1.044,
1981/08/11,1.065,
1981/08/12,1.045,
1981/08/13,1.116,
1981/08/14,1.197,
1981/08/15,1.121,
1981/08/16,1.121,
1981/08/17,1.236,
1981/08/18,1.274,
1981/08/19,1.09,
1981/08/20,1.015,
1981/08/21,1.05,
1981/08/22,1.037,
1981/08/23,1.035,
1981/08/24,1.3,
1981/08/25,1.135,
1981/08/26,1.046,
1981/08/27,1.103,
1981/08/28,1.126,
1981/08/29,1.012,
1981/08/30,1.065,
1981/08/31,1.025,
1981/09/01,1.108,
1981/09/02,1.132,
1981/09/03,1.068,
1981/09/04,1.088,
1981/09/05,1.187,
1981/09/06,1.289,
1981/09/07,1.21,
1981/09/08,1.154,
1981/09/09,1.058,
1981/09/12,1.08,
1981/09/13,1.189,
1981/09/14,1.211,
1981/09/15,1.225,
1981/09/16,1.123,
1982/05/06,1.013,
1982/05/07,1.09,
1982/05/08,1.055,
1982/05/09,1.176,
1982/05/10,1.258,
1982/05/11,1.245,
1982/05/12,1.217,
1982/05/13,1.223,
1982/05/14,1.323,
1982/05/15,1.198,
1982/05/16,1.136,
1982/05/17,1.283,
1982/05/18,1.257,
1982/05/19,1.127,
1982/05/20,1.239,
1982/05/21,1.204,
1982/05/22,1.117,
1982/05/23,1.073,
1982/05/24,0.98,
1982/05/25,1.136,
1982/05/26,1.285,
1982/05/27,1.26,
1982/05/28,1.195,
1982/05/29,1.21,
1982/05/30,1.227,
1982/05/31,1.187,
1982/06/01,1.33,
1982/06/02,1.222,
1982/06/03,1.2,
1982/06/04,1.123,
1982/06/05,1.003,
1982/06/06,1.241,
1982/06/07,1.252,
1982/06/08,1.228,
1982/06/09,1.288,
1982/06/10,1.148,
1982/06/11,1.093,
1982/06/12,1.005,
1982/06/13,0.884,
1982/06/14,0.895,
1982/06/15,1.07,
1982/06/16,1.048,
1982/06/24,1.036,
1982/06/25,0.978,
1982/06/26,0.957,
1982/06/27,1.005,
1982/06/28,1.092,
1982/06/29,1.125,
1982/06/30,1.275,
1982/07/01,1.106,
1982/07/02,1.115,
1982/07/03,1.231,
1982/07/04,1.193,
1982/07/05,1.124,
1982/07/06,1.06,
1982/07/07,1.081,
1982/07/08,1.123,
1982/07/09,1.131,
1982/07/10,1.161,
1982/07/11,1.105,
1982/07/12,1.071,
1982/07/13,1.102,
1982/07/14,1.107,
1982/07/15,1.021,
1982/07/16,0.95,
1982/07/17,0.912,
1982/07/18,0.9,
1982/07/19,0.964,
1982/07/20,1.03,
1982/07/21,1.041,
1982/07/22,1.039,
1982/07/23,1.082,
1982/07/24,1.068,
1982/07/25,1.039,
1982/07/26,1.142,
1982/07/27,1.082,
1982/07/28,1.024,
1982/07/29,1.064,
1982/07/30,1.084,
1982/07/31,1.041,
1982/08/01,1.079,
1982/08/02,1.126,
1982/08/03,1.078,
1982/08/04,1.051,
1982/08/05,1.029,
1982/08/06,0.959,
1982/08/07,0.929,
1982/08/08,0.987,
1982/08/09,0.918,
1982/08/10,0.883,
1982/08/11,1.003,
1982/08/12,1.006,
1982/08/13,1.062,
1982/08/14,1.098,
1982/08/15,1.053,
1982/08/16,1.08,
1982/08/17,1.075,
1982/08/18,1.093,
1982/08/19,1.079,
1982/08/20,1.076,
1982/08/21,1.192,
1982/08/22,1.196,
1982/08/23,1.078,
1982/08/24,1.03,
1982/08/25,1.129,
1982/08/26,1.288,
1982/08/27,1.029,
1982/08/28,1.143,
1982/08/29,1.135,
1982/08/30,1.057,
1982/08/31,0.937,
1982/09/01,1.098,
1982/09/02,1.104,
1982/09/03,1.133,
1982/09/04,1.116,
1982/09/05,1.023,
1982/09/06,0.994,
1982/09/07,1.118,
1982/09/08,1.02,
1982/09/13,1.035,
1982/09/14,1.018,
1982/09/15,1.193,
1982/09/16,1.146,
1982/09/17,1.172,
1982/09/18,1.188,
1982/09/19,1.091,
1982/09/20,1.064,
1982/09/21,1.169,
1982/09/22,1.118,
1982/09/23,1.125,
1982/09/24,1.139,
1982/09/25,1.13,
1982/09/26,1.018,
1982/09/27,1.132,
1982/09/28,1.238,
1982/09/29,1.131,
1982/09/30,1.097,
1982/10/01,1.165,
1982/10/02,1.745,
1982/10/03,1.316,
1982/10/04,1.289,
1982/10/05,1.287,
1982/10/06,1.241,
1982/10/07,1.293,
1982/10/08,1.215,
1982/10/09,1.352,
1982/10/10,1.445,
1982/10/11,1.319,
1982/10/12,1.271,
1982/10/13,1.316,
1982/10/14,1.363,
1982/10/15,1.468,
1982/10/16,1.436,
1982/10/17,1.385,
1982/10/18,1.302,
1982/10/19,1.138,
1982/10/20,1.152,
1982/10/21,1.167,
1982/10/22,1.364,
1982/10/23,1.253,
1982/10/24,1.304,
1982/10/25,1.122,
1982/10/26,1.409,
1982/10/27,1.287,
1982/10/28,1.315,
1982/10/29,1.243,
1982/10/30,1.102,
1982/10/31,1.106,
1982/11/01,1.223,
1982/11/02,1.185,
1982/11/03,1.154,
1982/11/04,1.149,
1982/11/05,1.129,
1982/11/06,1.145,
1982/11/07,1.1,
1982/11/08,1.218,
1982/11/09,1.457,
1982/11/10,1.356,
1982/11/11,1.105,
1982/11/12,1.11,
1982/11/13,1.068,
1982/11/14,1.391,
1982/11/15,1.199,
1982/11/16,1.367,
1982/11/17,1.094,
1982/11/18,0.976,
1982/11/19,1.097,
1982/11/20,0.88,
1982/11/21,0.969,
1982/11/22,0.997,
1982/11/23,1.134,
1982/11/24,1.245,
1982/11/25,1.179,
1982/11/26,1.135,
1982/11/27,1.278,
1982/11/28,1.08,
1982/11/29,1.214,
1982/11/30,1.371,
1982/12/01,1.059,
1982/12/02,1.219,
1982/12/03,1.005,
1982/12/04,1.069,
1982/12/05,1.215,
1982/12/06,1.185,
1982/12/07,1.186,
1982/12/08,1.13,
1982/12/09,1.501,
1982/12/10,1.138,
1982/12/11,1.246,
1982/12/12,1.383,
1982/12/13,1.545,
1982/12/14,1.114,
1982/12/15,1.142,
1982/12/16,1.029,
1982/12/17,1.387,
1982/12/18,1.367,
1982/12/19,1.2,
1982/12/20,1.425,
1982/12/21,1.24,
1982/12/22,1.237,
1982/12/23,1.199,
1982/12/24,1.094,
1982/12/25,0.96,
1982/12/26,1.369,
1982/12/27,1.246,
1982/12/28,1.134,
1982/12/29,1.274,
1982/12/30,1.252,
1982/12/31,0.977,
1983/01/01,1.111,
1983/01/02,1.168,
1983/01/03,1.318,
1983/01/04,1.162,
1983/01/05,0.865,
1983/01/06,1.191,
1983/01/07,1.206,
1983/01/08,1.336,
1983/01/09,1.125,
1983/01/10,0.959,
1983/01/11,0.899,
1983/01/12,1.276,
1983/01/13,1.505,
1983/01/14,1.144,
1983/01/15,1.243,
1983/01/16,1.386,
1983/01/17,1.219,
1983/01/18,1.269,
1983/01/19,1.212,
1983/01/20,1.384,
1983/01/21,1.26,
1983/01/22,1.123,
1983/01/23,1.162,
1983/01/24,1.28,
1983/01/25,1.29,
1983/01/26,1.367,
1983/01/27,1.142,
1983/01/28,1.114,
1983/01/29,1.239,
1983/01/30,1.223,
1983/01/31,1.106,
1983/02/01,1.198,
1983/02/02,1.044,
1983/02/03,1.014,
1983/02/04,1.259,
1983/02/05,1.492,
1983/02/06,1.529,
1983/02/07,1.259,
1983/02/08,1.358,
1983/02/09,1.479,
1983/02/10,1.302,
1983/02/11,1.191,
1983/02/12,1.26,
1983/02/13,1.133,
1983/02/14,1.139,
1983/02/15,1.249,
1983/02/16,1.274,
1983/02/17,1.097,
1983/02/18,1.126,
1983/02/19,1.278,
1983/02/20,1.234,
1983/02/21,1.187,
1983/02/22,1.304,
1983/02/23,1.275,
1983/02/24,1.401,
1983/02/25,1.383,
1983/02/26,1.493,
1983/02/27,1.267,
1983/02/28,1.213,
1983/03/01,1.013,
1983/03/02,1.213,
1983/03/03,1.665,
1983/03/04,1.752,
1983/03/05,1.325,
1983/03/06,1.142,
1983/03/07,1.28,
1983/03/08,1.247,
1983/03/09,1.223,
1983/03/10,1.198,
1983/03/11,1.281,
1983/03/12,1.41,
1983/03/13,1.483,
1983/03/14,1.501,
1983/03/15,1.383,
1983/03/16,1.273,
1983/03/17,1.068,
1983/03/18,1.059,
1983/03/19,1.031,
1983/03/20,1.279,
1983/03/21,1.284,
1983/03/22,1.424,
1983/03/23,1.334,
1983/03/24,1.433,
1983/03/25,1.399,
1983/03/26,1.75,
1983/03/27,1.265,
1983/03/28,1.073,
1983/03/29,1.198,
1983/03/30,1.348,
1983/03/31,1.293,
1983/04/01,1.215,
1983/04/02,1.676,
1983/04/03,1.321,
1983/04/04,1.308,
1983/04/05,1.37,
1983/04/06,1.352,
1983/04/07,1.213,
1983/04/08,1.181,
1983/04/09,1.33,
1983/04/10,1.314,
1983/04/11,1.129,
1983/04/12,1.314,
1983/04/13,1.293,
1983/04/14,1.144,
1983/04/15,1.032,
1983/04/16,1.115,
1983/04/17,1.25,
1983/04/18,1.322,
1983/04/19,1.237,
1983/04/20,1.328,
1983/04/21,1.222,
1983/04/22,1.198,
1983/04/23,1.204,
1983/04/24,1.164,
1983/04/25,1.165,
1983/04/26,1.258,
1983/04/27,1.221,
1983/04/28,1.175,
1983/04/29,1.053,
1983/04/30,1.021,
1983/05/01,1.058,
1983/05/02,1.052,
1983/05/03,1.281,
1983/05/04,1.199,
1983/05/05,1.195,
1983/05/06,1.209,
1983/05/07,1.008,
1983/05/08,1.057,
1983/05/09,1.173,
1983/05/10,1.115,
1983/05/11,1.059,
1983/05/12,1.108,
1983/05/13,1.097,
1983/05/14,1.109,
1983/05/15,1.161,
1983/05/16,1.253,
1983/05/17,1.39,
1983/05/18,1.155,
1983/05/19,1.081,
1983/05/20,1.068,
1983/05/21,1.098,
1983/05/22,1.211,
1983/05/23,1.144,
1983/05/24,1.165,
1983/05/25,1.154,
1983/05/26,1.172,
1983/05/27,1.012,
1983/05/28,1.181,
1983/05/29,1.15,
1983/05/30,1.175,
1983/05/31,1.228,
1983/06/01,1.269,
1983/06/02,1.224,
1983/06/03,1.205,
1983/06/04,1.222,
1983/06/05,1.302,
1983/06/06,1.155,
1983/06/07,1.133,
1983/06/08,1.221,
1983/06/09,1.145,
1983/06/10,1.053,
1983/06/11,1.122,
1983/06/12,1.139,
1983/06/13,1.151,
1983/06/14,1.09,
1983/06/15,1.085,
1983/06/16,1.12,
1983/06/17,1.14,
1983/06/18,1.171,
1983/06/19,1.178,
1983/06/20,1.241,
1983/06/21,1.15,
1983/06/22,1.141,
1983/06/23,1.199,
1983/06/24,1.242,
1983/06/25,1.303,
1983/06/26,1.21,
1983/06/27,1.155,
1983/06/28,1.224,
1983/06/29,1.204,
1983/06/30,1.177,
1983/07/01,1.119,
1983/07/02,1.225,
1983/07/03,1.21,
1983/07/04,1.135,
1983/07/05,1.155,
1983/07/06,1.201,
1983/07/07,1.212,
1983/07/08,1.132,
1983/07/09,1.243,
1983/07/10,1.261,
1983/07/11,1.203,
1983/07/12,1.287,
1983/07/13,1.234,
1983/07/14,1.327,
1983/07/15,1.319,
1983/07/16,1.385,
1983/07/17,1.419,
1983/07/18,1.372,
1983/07/19,1.384,
1983/07/20,1.284,
1983/07/21,1.308,
1983/07/22,1.488,
1983/07/23,1.482,
1983/07/24,1.302,
1983/07/25,1.346,
1983/07/26,1.396,
1983/07/27,1.32,
1983/07/28,1.203,
1983/07/29,1.18,
1983/07/30,1.223,
1983/07/31,1.266,
1983/08/01,1.208,
1983/08/02,1.224,
1983/08/03,1.24,
1983/08/04,1.236,
1983/08/05,1.14,
1983/08/06,1.102,
1983/08/07,1.323,
1983/08/08,1.179,
1983/08/09,1.281,
1983/08/10,1.421,
1983/08/11,1.256,
1983/08/12,1.276,
1983/08/13,1.308,
1983/08/14,1.167,
1983/08/15,1.153,
1983/08/16,1.217,
1983/08/17,1.195,
1983/08/18,1.336,
1983/08/19,1.34,
1983/08/20,1.374,
1983/08/21,1.642,
1983/08/22,1.457,
1983/08/23,1.401,
1983/08/24,1.276,
1983/08/25,1.164,
1983/10/04,1.339,
1983/10/05,1.301,
1983/10/06,1.244,
1983/10/07,1.196,
1983/10/08,1.155,
1983/10/09,1.174,
1983/10/10,1.21,
1983/10/11,0.995,
1983/10/12,0.965,
1983/10/13,1.015,
1983/10/14,1.187,
1983/10/15,1.233,
1983/10/16,1.403,
1983/10/17,1.199,
1983/10/18,1.115,
1983/10/19,1.235,
1983/10/20,1.25,
1983/10/21,1.238,
1983/10/22,1.18,
1983/10/23,1.264,
1983/10/24,1.363,
1983/10/25,1.685,
1983/10/26,1.529,
1983/10/27,1.333,
1983/10/28,1.3,
1983/10/29,1.393,
1983/10/30,1.314,
1983/10/31,1.211,
1983/11/05,1.094,
1983/11/06,1.17,
1983/11/07,1.278,
1983/11/08,1.171,
1983/11/09,1.215,
1983/11/11,1.237,
1983/11/12,1.425,
1983/11/13,1.515,
1983/11/14,1.285,
1983/11/15,1.149,
1983/11/16,1.147,
1983/11/23,1.333,
1983/11/24,1.285,
1983/11/25,1.175,
1983/11/26,1.263,
1983/11/27,1.607,
1983/11/28,1.454,
1983/11/29,1.373,
1983/11/30,1.355,
1983/12/01,1.43,
1983/12/02,1.285,
1983/12/03,1.427,
1983/12/04,1.391,
1983/12/05,1.375,
1983/12/06,1.303,
1983/12/07,1.331,
1983/12/08,1.072,
1983/12/09,1.138,
1983/12/10,1.239,
1983/12/11,1.205,
1983/12/12,1.263,
1983/12/13,1.182,
1983/12/14,1.5,
1983/12/15,1.233,
1983/12/16,1.345,
1983/12/17,1.181,
1983/12/18,1.275,
1983/12/19,1.37,
1983/12/20,1.394,
1983/12/21,1.555,
1983/12/22,1.448,
1983/12/23,1.34,
1983/12/24,1.28,
1983/12/25,1.724,
1983/12/26,1.368,
1983/12/27,1.283,
1983/12/28,1.275,
1983/12/29,1.375,
1983/12/30,1.386,
1983/12/31,1.087,
1984/01/01,1.306,
1984/01/02,1.178,
1984/01/03,1.239,
1984/01/04,1.123,
1984/01/05,1.235,
1984/01/06,1.289,
1984/01/07,1.347,
1984/01/08,1.475,
1984/01/09,1.219,
1984/01/10,1.038,
1984/01/11,1.566,
1984/01/12,1.189,
1984/01/13,1.025,
1984/01/14,1.081,
1984/01/15,1.172,
1984/01/16,1.126,
1984/01/17,1.202,
1984/01/18,1.055,
1984/01/19,1.265,
1984/01/20,1.139,
1984/01/21,1.031,
1984/01/22,0.958,
1984/01/23,0.969,
1984/01/24,0.976,
1984/01/25,1.194,
1984/01/26,1.331,
1984/01/27,1.173,
1984/01/28,1.6,
1984/01/29,1.393,
1984/01/30,1.238,
1984/01/31,1.374,
1984/02/01,1.378,
1984/02/02,1.274,
1984/02/03,0.998,
1984/02/04,0.966,
1984/02/05,1.459,
1984/02/06,1.335,
1984/02/07,1.567,
1984/02/08,1.278,
1984/02/09,1.374,
1984/02/10,1.1,
1984/02/11,1,
1984/02/12,1.254,
1984/02/13,1.077,
1984/02/14,1.089,
1984/02/15,0.952,
1984/02/16,1.189,
1984/02/17,1.19,
1984/02/18,1.252,
1984/02/19,1.149,
1984/02/20,1.184,
1984/02/21,1.425,
1984/02/22,1.418,
1984/02/23,1.27,
1984/02/24,1.368,
1984/02/25,1.527,
1984/02/26,1.473,
1984/02/27,1.477,
1984/02/28,1.247,
1984/02/29,1.364,
1984/03/01,1.282,
1984/03/02,1.123,
1984/03/03,1.148,
1984/03/04,1.175,
1984/03/05,1.085,
1984/03/06,1.199,
1984/03/07,1.198,
1984/03/08,1.269,
1984/03/09,1.253,
1984/03/10,1.583,
1984/03/11,1.069,
1984/03/12,1.237,
1984/03/13,0.99,
1984/03/14,1.067,
1984/03/15,1.108,
1984/03/16,1.054,
1984/03/17,1.171,
1984/03/18,1.236,
1984/03/19,1.18,
1984/03/20,1.235,
1984/03/21,1.106,
1984/03/22,1.095,
1984/03/23,1.183,
1984/03/24,1.315,
1984/03/25,1.248,
1984/03/26,1.445,
1984/03/27,1.463,
1984/03/28,1.385,
1984/03/29,1.403,
1984/03/30,1.77,
1984/03/31,1.569,
1984/04/01,1.213,
1984/04/02,1.05,
1984/04/03,1.055,
1984/04/04,1.058,
1984/04/05,1.008,
1984/04/06,1.012,
1984/04/07,1.243,
1984/04/08,1.431,
1984/04/09,1.553,
1984/04/10,1.604,
1984/04/11,1.503,
1984/04/12,1.36,
1984/04/13,1.318,
1984/04/14,1.193,
1984/04/15,1.118,
1984/04/16,1.067,
1984/04/17,1.168,
1984/04/18,1.175,
1984/04/19,1.175,
1984/04/20,1.102,
1984/04/21,1.391,
1984/04/22,1.348,
1984/04/23,1.302,
1984/04/24,1.275,
1984/04/25,1.395,
1984/04/26,1.293,
1984/04/27,1.221,
1984/04/28,1.16,
1984/04/29,1.035,
1984/04/30,1.099,
1984/05/01,1.172,
1984/05/02,1.19,
1984/05/03,1.118,
1984/05/04,1.208,
1984/05/05,1.466,
1984/05/06,1.343,
1984/05/07,1.197,
1984/05/08,1.149,
1984/05/09,1.19,
1984/05/10,1.19,
1984/05/11,1.104,
1984/05/12,1.017,
1984/05/13,0.998,
1984/05/14,1.075,
1984/05/15,1.125,
1984/05/16,1.099,
1984/05/17,1.058,
1984/05/18,1.229,
1984/05/19,1.181,
1984/05/20,1.179,
1984/05/21,1.189,
1984/05/22,1.067,
1984/05/23,1.001,
1984/05/24,1.178,
1984/05/25,1.093,
1984/05/26,1.066,
1984/05/27,1.104,
1984/05/28,1.116,
1984/05/29,0.96,
1984/05/30,0.948,
1984/05/31,0.957,
1984/06/01,1.093,
1984/06/02,1.278,
1984/06/03,1.431,
1984/06/04,1.21,
1984/06/05,1.188,
1984/06/06,1.173,
1984/06/07,1.151,
1984/06/08,1.129,
1984/06/09,1.193,
1984/06/10,1.127,
1984/06/11,1.101,
1984/06/12,1.055,
1984/06/13,1.143,
1984/06/14,1.208,
1984/06/15,1.348,
1984/06/16,1.127,
1984/06/17,1.05,
1984/06/18,1.101,
1984/06/19,1.066,
1984/06/20,1.201,
1984/06/21,1.233,
1984/06/22,1.274,
1984/06/23,1.296,
1984/06/24,1.098,
1984/06/25,1.03,
1984/06/26,1.09,
1984/06/27,1.183,
1984/06/28,1.152,
1984/06/29,1.074,
1984/06/30,1.091,
1984/07/01,1.149,
1984/07/02,1.177,
1984/07/03,1.139,
1984/07/04,1.14,
1984/07/05,1.127,
1984/07/06,1.115,
1984/07/07,1.035,
1984/07/08,1.041,
1984/07/09,1.148,
1984/07/10,1.113,
1984/07/11,1.15,
1984/07/12,1.18,
1984/07/13,1.208,
1984/07/14,1.158,
1984/07/15,1.199,
1984/07/16,1.185,
1984/07/17,1.258,
1984/07/18,1.219,
1984/07/19,1.258,
1984/07/20,1.154,
1984/07/21,1.15,
1984/07/22,1.157,
1984/07/23,1.201,
1984/07/24,1.323,
1984/07/25,1.428,
1984/07/26,1.266,
1984/07/27,1.205,
1984/07/28,1.211,
1984/07/29,1.152,
1984/07/30,1.113,
1984/07/31,1.088,
1984/08/01,1.175,
1984/08/02,1.215,
1984/08/04,1.188,
1984/08/05,1.225,
1984/08/06,1.222,
1984/08/07,1.215,
1984/08/08,1.23,
1984/08/09,1.175,
1984/08/10,1.05,
1984/08/11,1.161,
1984/08/12,1.074,
1984/08/13,1.08,
1984/08/14,1.112,
1984/08/15,1.106,
1984/08/16,1.161,
1984/08/17,1.246,
1984/08/18,1.311,
1984/08/19,1.265,
1984/08/20,1.206,
1984/08/21,1.323,
1984/08/22,1.139,
1984/08/23,1.273,
1984/08/24,1.324,
1984/08/25,1.328,
1984/08/26,1.15,
1984/08/27,1.108,
1984/08/28,1.167,
1984/08/29,1.219,
1984/08/30,1.257,
